language,bpe vocab limit,num tokens,num words,tokens : word
nahuatl,500,7637,1000,7.637
nahuatl,500,7560,1000,7.56
nahuatl,500,7465,1000,7.465
nahuatl,500,7513,1000,7.513
nahuatl,500,7396,1000,7.396
nahuatl,500,7741,1000,7.741
nahuatl,500,7521,1000,7.521
nahuatl,500,7399,1000,7.399
nahuatl,500,7884,1000,7.884
nahuatl,500,7710,1000,7.71
nahuatl,500,7636,1000,7.636
nahuatl,500,7619,1000,7.619
nahuatl,500,7316,1000,7.316
nahuatl,500,7603,1000,7.603
nahuatl,500,7467,1000,7.467
nahuatl,500,7398,1000,7.398
nahuatl,500,7703,1000,7.703
nahuatl,500,7495,1000,7.495
nahuatl,500,7301,1000,7.301
nahuatl,500,7677,1000,7.677
nahuatl,500,7814,1000,7.814
nahuatl,500,7753,1000,7.753
nahuatl,500,7899,1000,7.899
nahuatl,500,7778,1000,7.778
nahuatl,500,7679,1000,7.679
nahuatl,500,7679,1000,7.679
nahuatl,500,7581,1000,7.581
nahuatl,500,7559,1000,7.559
nahuatl,500,7641,1000,7.641
nahuatl,500,7464,1000,7.464
nahuatl,500,7697,1000,7.697
nahuatl,500,7567,1000,7.567
nahuatl,500,7765,1000,7.765
nahuatl,500,7643,1000,7.643
nahuatl,500,7727,1000,7.727
nahuatl,500,7712,1000,7.712
nahuatl,500,7335,1000,7.335
nahuatl,500,8190,1000,8.19
nahuatl,500,7629,1000,7.629
nahuatl,500,7402,1000,7.402
nahuatl,500,7382,1000,7.382
nahuatl,500,7722,1000,7.722
nahuatl,500,7693,1000,7.693
nahuatl,500,7563,1000,7.563
nahuatl,500,7717,1000,7.717
nahuatl,500,8075,1000,8.075
nahuatl,500,7944,1000,7.944
nahuatl,500,8047,1000,8.047
nahuatl,500,7691,1000,7.691
nahuatl,500,7582,1000,7.582
nahuatl,500,7524,1000,7.524
nahuatl,500,7918,1000,7.918
nahuatl,500,7707,1000,7.707
nahuatl,500,7544,1000,7.544
